1538569599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.19439,3.05846,6.00013,2.90636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.22402,3.00303,6.15035,2.8688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.25089,2.74483,6.29081,2.82966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.04216,2.57718,6.32388,2.70208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.00298,2.52838,6.29872,2.79604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.11419,2.6778,6.11508,2.99585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.97282,2.67819,5.55611,2.4774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.83095,2.51629,5.20208,2.4015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.42945,2.46369,4.69579,2.17524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.72263,2.2489,4.85396,2.50488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.34112,2.32779,4.73554,2.71415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.42432,2.69779,4.52116,2.50142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.78401,2.31304,4.59339,2.17675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569612,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.86722,2.21285,4.82661,1.81905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.92446,1.66545,5.06561,1.55347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.14943,1.40115,5.31329,1.34884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.30329,1.37494,5.47792,1.23544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.39426,0.926465,5.94435,1.36007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.31066,1.09834,5.91631,1.44518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.60514,1.2082,6.16165,1.40861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.62022,1.0824,5.9723,0.933601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1538569620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.56224,0.670709,5.92417,1.44179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
